gender,age,height,weight,region,hukou,education,health,appearance,iq,family_bg,assets,income
男,36.5,168.2,60.3,三线城市,二线户籍,4.1,优秀,68.1,126.9,工薪,44.75,18443.61
男,18.0,174.6,79.6,三线城市,三线户籍,7.8,优秀,38.8,110.1,工薪,113.71,37776716698.87
女,41.2,157.2,55.4,二线城市,一线户籍,2.7,一般,47.3,91.0,工薪,114.1,2425193130701.62
男,32.3,171.9,74.2,二线城市,一线户籍,10.0,优秀,49.1,82.1,工薪,13.74,416114287.98
男,18.0,169.2,80.0,农村地区,三线户籍,3.6,一般,61.0,100.1,工薪,9.21,102724411.19
女,18.0,152.4,49.0,二线城市,一线户籍,7.7,较差,79.7,92.9,中产,3.73,77280502630.08
女,23.9,156.1,60.3,二线城市,三线户籍,7.3,较差,55.7,91.1,工薪,3.81,14176.79
女,38.0,171.8,65.0,二线城市,二线户籍,4.3,优秀,57.6,132.5,困难,21.95,59194.45
男,28.8,163.5,77.5,二线城市,三线户籍,5.8,良好,55.4,93.9,工薪,36.05,526959192.97
男,36.2,170.1,84.9,二线城市,二线户籍,9.2,良好,61.3,91.4,困难,52.32,25287.23
男,20.2,173.9,86.1,二线城市,二线户籍,7.0,良好,78.8,70.0,中产,3.65,3134618.65
男,39.9,179.7,58.0,二线城市,农村户籍,3.9,良好,53.0,88.7,富裕,1.79,17345.9
男,41.4,164.6,83.5,二线城市,一线户籍,6.6,较差,64.6,87.4,中产,1.9,1838019.03
女,36.4,153.5,40.0,三线城市,农村户籍,6.9,优秀,80.4,104.1,工薪,20.49,66115486993.39
女,37.9,164.3,49.3,二线城市,三线户籍,4.7,良好,62.2,112.4,工薪,5.74,9398570571.37
男,35.8,170.5,51.6,二线城市,二线户籍,9.9,一般,56.5,100.5,工薪,2.59,42901103.15
男,49.5,171.5,62.9,农村地区,三线户籍,8.4,良好,56.6,89.0,困难,2.56,23.35
男,29.2,176.8,82.7,一线城市,三线户籍,8.7,良好,59.3,108.8,富裕,12.3,207.86
男,23.0,177.8,82.4,农村地区,农村户籍,5.1,一般,66.2,129.7,工薪,74.22,176.36
男,27.6,171.2,79.9,三线城市,三线户籍,1.7,优秀,53.6,88.8,工薪,13.56,2671940604.13
男,28.3,166.3,70.5,一线城市,二线户籍,7.5,优秀,81.3,119.3,中产,86.78,1143585.91
女,25.2,158.7,46.4,二线城市,二线户籍,4.8,良好,60.2,90.4,富裕,6.61,462.31
女,40.7,160.5,40.1,农村地区,二线户籍,3.6,优秀,86.8,93.5,富裕,58.08,45415302057.51
男,41.2,170.0,64.0,二线城市,三线户籍,7.8,良好,63.8,82.6,中产,17.06,319233725.21
女,18.9,157.6,47.8,二线城市,一线户籍,3.5,良好,57.4,87.5,工薪,16.87,50965505.33
女,26.6,162.3,59.6,农村地区,一线户籍,8.0,较差,70.7,101.7,中产,40.08,7154275.46
男,18.8,171.3,70.7,农村地区,农村户籍,5.1,良好,70.8,106.0,困难,17.13,15045337641371.29
女,18.0,159.4,52.7,农村地区,二线户籍,7.3,优秀,64.3,105.5,工薪,54.72,1820525.85
女,18.0,168.3,48.0,农村地区,三线户籍,5.9,一般,74.5,103.6,中产,2.72,25383.98
男,36.1,170.3,84.8,农村地区,二线户籍,7.5,一般,78.0,89.6,中产,165.6,567.27
男,25.4,174.2,91.7,二线城市,二线户籍,1.8,良好,70.9,104.9,中产,23.52,101464.83
男,28.2,170.8,78.6,三线城市,二线户籍,3.6,良好,61.6,72.2,工薪,10.01,7842303088252.69
男,25.7,169.3,58.9,二线城市,农村户籍,4.1,优秀,64.5,113.6,工薪,50.86,18101699.67
女,18.6,155.1,51.1,二线城市,二线户籍,5.3,良好,64.0,102.4,困难,17.55,22426081523696.33
男,30.8,172.0,63.5,农村地区,二线户籍,6.1,一般,41.9,81.5,富裕,15.65,1788779914.24
女,35.0,157.7,54.5,三线城市,二线户籍,8.0,良好,22.8,99.3,富裕,14.46,100984.09
男,32.1,170.8,69.3,三线城市,二线户籍,6.1,优秀,27.6,103.8,中产,20.43,9415.94
女,41.9,150.9,57.7,三线城市,农村户籍,5.3,较差,15.9,77.3,困难,3.9,713.91
女,29.0,152.4,67.4,三线城市,农村户籍,5.4,良好,37.1,90.2,中产,1.49,0.0
女,35.0,157.5,46.5,二线城市,二线户籍,6.6,一般,55.9,99.7,工薪,9.2,402.76
女,21.4,166.8,50.7,一线城市,三线户籍,8.0,良好,57.7,98.3,工薪,122.28,610049.29
男,27.5,174.8,62.3,二线城市,三线户籍,6.7,良好,81.6,108.8,工薪,18.42,24218.7
男,29.5,170.7,52.4,二线城市,三线户籍,5.5,较差,53.0,124.1,工薪,1.94,1589660.04
女,29.4,161.5,58.0,一线城市,农村户籍,5.0,一般,52.2,100.3,富裕,41.37,812695.32
女,29.4,161.3,56.0,农村地区,三线户籍,6.8,良好,32.2,140.0,困难,26.65,56251019500866.15
女,35.0,151.2,46.3,农村地区,三线户籍,7.3,较差,53.4,83.2,工薪,10.38,250645.51
女,27.1,166.9,61.8,二线城市,一线户籍,8.8,较差,47.0,91.9,工薪,35.07,985478109.43
女,35.0,159.9,63.5,三线城市,农村户籍,7.6,较差,26.6,100.1,中产,6.65,7861.31
女,19.4,161.3,42.3,三线城市,三线户籍,7.3,一般,73.2,100.6,困难,64.07,192136733.92
男,37.6,164.0,77.0,二线城市,三线户籍,6.5,良好,62.9,100.9,中产,25.39,0.0
女,40.7,157.3,66.0,三线城市,农村户籍,7.6,一般,52.3,72.6,中产,29.61,8884.43
男,33.4,172.5,70.7,三线城市,一线户籍,4.9,一般,57.1,93.8,工薪,3.68,1260210878.57
男,41.1,171.3,53.2,一线城市,三线户籍,9.3,优秀,57.8,114.0,工薪,7.56,177.33
男,21.8,175.8,69.9,一线城市,二线户籍,2.7,良好,34.0,115.1,工薪,15.11,1029347283804.11
女,28.3,164.8,58.9,一线城市,农村户籍,2.8,优秀,66.7,100.6,工薪,12.15,268015341.06
男,39.7,169.8,60.0,三线城市,农村户籍,9.1,优秀,65.7,121.5,工薪,52.08,2206878063420045.8
男,31.3,166.5,61.3,农村地区,一线户籍,9.4,优秀,37.7,92.4,工薪,49.95,268.19
女,29.3,160.3,52.1,三线城市,农村户籍,6.7,良好,48.4,96.0,中产,12.08,11607.29
女,25.5,159.0,46.4,二线城市,农村户籍,9.7,一般,77.3,108.8,中产,2.26,21147284.45
男,43.2,177.0,64.3,农村地区,一线户籍,8.6,良好,73.8,106.1,工薪,4.12,37435820.9
男,34.2,171.0,60.9,一线城市,二线户籍,2.9,较差,43.8,103.3,中产,35.11,119460.29
男,24.1,159.8,87.9,二线城市,农村户籍,8.8,一般,62.7,82.5,中产,0.88,34220.5
男,31.3,172.7,86.4,三线城市,农村户籍,7.3,优秀,55.6,84.4,富裕,8.58,124319916462.3
男,18.0,167.3,79.2,一线城市,三线户籍,4.0,一般,66.7,119.0,工薪,18.65,238601.94
男,36.2,173.4,76.0,二线城市,二线户籍,6.7,良好,56.1,110.3,中产,2.49,202.75
男,39.1,184.3,67.2,二线城市,二线户籍,6.0,一般,71.1,100.8,工薪,30.96,174078811673.99
男,40.8,165.3,67.9,农村地区,二线户籍,7.0,优秀,91.4,88.5,中产,20.96,15932.96
男,36.8,176.0,59.8,三线城市,三线户籍,5.8,优秀,70.0,96.6,中产,27.78,4648952267.33
女,36.6,167.4,45.2,一线城市,农村户籍,5.4,良好,75.8,104.0,中产,4.42,11892057546.31
女,21.9,160.1,44.6,一线城市,三线户籍,6.0,良好,71.3,105.2,困难,13.72,6264040846.15
男,34.6,175.8,67.8,三线城市,农村户籍,6.3,优秀,76.9,87.5,中产,5.5,330306651.21
男,25.4,183.0,69.7,三线城市,三线户籍,6.1,良好,80.8,85.6,困难,14.19,393.83
女,26.3,155.8,49.8,二线城市,三线户籍,3.6,优秀,79.3,91.3,工薪,0.98,683.5
女,25.7,161.0,60.1,二线城市,二线户籍,8.1,一般,32.6,101.8,工薪,28.4,2498.93
女,35.7,162.2,67.4,二线城市,一线户籍,7.6,优秀,68.7,99.0,困难,12.81,0.43
男,22.6,172.3,76.3,二线城市,一线户籍,7.1,良好,67.7,100.8,工薪,4.23,1051539.09
男,32.0,166.0,65.3,二线城市,农村户籍,1.4,良好,83.3,117.5,工薪,2.01,129090.0
女,25.9,158.2,46.6,一线城市,二线户籍,5.3,一般,53.1,82.4,工薪,28.77,60032.4
女,19.2,159.9,65.8,一线城市,农村户籍,5.0,良好,63.3,84.5,中产,6.99,13866599.38
男,30.9,164.1,58.4,二线城市,三线户籍,0.1,优秀,54.3,82.1,困难,12.69,1072228.26
女,34.8,159.9,46.8,农村地区,三线户籍,8.6,良好,77.6,108.1,工薪,150.55,14480472.11
女,30.3,155.6,54.2,三线城市,二线户籍,4.5,优秀,54.8,107.6,工薪,28.77,53909.61
男,30.1,176.7,73.7,二线城市,农村户籍,10.0,较差,100.0,100.2,中产,83.84,3386.74
男,43.4,171.7,66.5,二线城市,二线户籍,5.3,良好,72.3,95.4,工薪,46.81,0.0
女,22.4,158.8,74.6,三线城市,三线户籍,4.9,良好,62.3,80.1,困难,22.65,0.06
男,27.8,174.9,56.2,三线城市,农村户籍,9.5,优秀,49.6,99.0,富裕,50.7,11980623457.79
男,23.2,170.4,73.1,二线城市,三线户籍,7.7,一般,48.3,115.0,工薪,14.12,761202.83
女,18.7,153.9,61.3,二线城市,三线户籍,3.0,优秀,49.3,91.6,富裕,4.88,4846421.23
女,38.4,167.4,60.0,三线城市,农村户籍,10.0,较差,51.4,78.5,困难,4.75,6349708.16
女,31.8,157.6,47.4,农村地区,农村户籍,4.8,良好,87.4,90.2,困难,8.42,548513.88
男,32.0,164.1,63.2,二线城市,三线户籍,4.8,优秀,40.7,131.9,中产,11.89,309945171844.18
女,39.4,161.0,53.2,一线城市,三线户籍,7.8,优秀,63.3,93.2,困难,10.87,160676706044754.44
女,41.2,171.6,57.1,农村地区,农村户籍,8.6,良好,51.8,86.7,中产,3.11,10947348.84
女,25.8,166.4,44.3,农村地区,农村户籍,5.6,一般,84.9,99.6,工薪,41.8,141925.67
女,50.7,160.2,50.7,三线城市,三线户籍,9.5,良好,51.8,80.0,困难,0.82,9.06
男,30.6,168.9,88.2,二线城市,农村户籍,3.1,良好,60.9,114.8,工薪,13.83,2661262148.09
男,18.1,164.6,67.2,农村地区,三线户籍,9.0,一般,43.3,91.8,困难,42.38,20156.53
男,27.4,169.7,64.5,农村地区,二线户籍,8.2,一般,68.0,100.4,工薪,0.82,59738.0
女,20.7,166.4,54.1,三线城市,三线户籍,5.9,一般,45.0,95.9,中产,3.55,333831.78
男,18.0,165.9,87.2,二线城市,农村户籍,3.5,良好,21.0,98.6,工薪,17.29,4337664.67
女,33.2,157.0,56.5,三线城市,二线户籍,7.1,良好,52.8,118.1,工薪,7.64,994949.74
男,25.1,173.9,54.1,一线城市,一线户籍,5.3,良好,47.4,117.1,工薪,33.9,1107728.2
男,31.8,176.0,69.7,三线城市,三线户籍,5.2,一般,74.5,95.9,工薪,3.31,39488938462827.96
女,29.1,158.2,54.2,一线城市,三线户籍,3.7,良好,47.4,102.6,工薪,1.4,144758.04
女,25.4,155.4,55.2,三线城市,农村户籍,6.8,优秀,87.7,86.9,困难,17.4,328.24
男,38.8,174.5,69.0,二线城市,三线户籍,6.6,一般,49.6,125.6,工薪,12.04,8045.01
女,36.7,165.0,60.7,二线城市,农村户籍,7.3,良好,72.8,92.4,中产,60.91,19220362605390.63
男,26.4,161.1,68.9,三线城市,二线户籍,6.0,良好,81.4,136.4,工薪,80.6,4571851.85
男,30.4,167.0,70.8,二线城市,一线户籍,10.0,优秀,68.2,109.2,困难,10.23,0.0
女,42.7,159.7,55.3,二线城市,二线户籍,9.9,较差,58.6,73.7,工薪,11.89,150959.91
女,28.5,157.9,50.7,三线城市,三线户籍,7.4,良好,65.3,108.4,中产,32.65,10181052.58
女,18.7,155.5,64.2,三线城市,三线户籍,0.0,优秀,59.0,117.3,富裕,3.0,2870.49
女,30.1,158.2,61.5,三线城市,二线户籍,2.8,优秀,77.8,97.2,工薪,4.1,499415.43
男,31.7,166.4,56.1,二线城市,二线户籍,8.5,优秀,58.6,97.2,工薪,13.52,659515.37
女,20.0,164.2,49.6,一线城市,二线户籍,7.3,良好,51.2,96.5,中产,9.78,1076356.2
男,32.4,178.2,82.3,三线城市,三线户籍,5.3,良好,65.9,117.3,工薪,3.17,25742.02
女,20.8,163.9,71.2,三线城市,三线户籍,3.5,一般,59.7,104.5,困难,30.56,303.28
女,29.8,155.6,53.2,农村地区,三线户籍,9.0,一般,63.8,114.5,困难,31.79,0.05
男,31.1,173.3,79.2,二线城市,一线户籍,7.9,一般,82.2,121.0,中产,6.42,35190439859.98
男,38.9,178.9,69.2,二线城市,三线户籍,7.3,优秀,45.2,114.9,工薪,16.44,821514404672577.8
男,27.9,173.7,47.1,二线城市,二线户籍,2.8,一般,72.5,70.9,富裕,7.97,1663139877972.35
男,18.0,180.7,56.2,一线城市,三线户籍,7.9,优秀,58.8,130.2,中产,25.42,43879328.96
男,30.0,174.8,81.3,三线城市,农村户籍,10.0,良好,56.5,74.2,中产,3.01,13806090299884.98
女,24.9,158.3,61.0,农村地区,三线户籍,5.8,良好,64.4,115.6,工薪,10.71,8809.22
男,29.7,170.6,62.4,二线城市,三线户籍,1.2,优秀,71.7,113.0,中产,16.05,51428615207.02
女,33.0,153.2,55.1,农村地区,农村户籍,8.8,一般,66.0,101.3,困难,20.18,40902477.25
男,36.8,170.9,82.9,一线城市,三线户籍,3.6,优秀,41.0,92.0,工薪,3.7,30443.18
男,21.5,171.6,72.3,一线城市,农村户籍,3.8,一般,49.8,91.8,困难,10.18,1097347092652.36
男,33.0,186.4,64.1,三线城市,三线户籍,9.2,良好,83.5,96.2,中产,1.41,150503.75
女,22.1,161.2,57.6,一线城市,农村户籍,4.2,良好,68.5,70.0,困难,26.99,205710.26
女,30.0,162.3,48.3,三线城市,农村户籍,7.8,优秀,45.7,73.6,工薪,18.49,519284.34
女,36.6,164.2,65.0,一线城市,三线户籍,10.0,良好,63.1,79.4,困难,8.05,0.74
女,47.9,157.2,50.3,一线城市,二线户籍,9.9,优秀,56.9,99.5,富裕,43.04,2843953.73
男,29.3,180.2,67.9,二线城市,三线户籍,5.2,优秀,63.4,91.3,工薪,5.49,19421882.36
女,25.6,169.6,59.0,三线城市,农村户籍,6.9,较差,73.5,92.9,困难,5.7,316301377649.3
男,30.9,177.9,74.7,三线城市,三线户籍,4.5,一般,63.0,108.2,中产,69.47,65.82
女,36.2,156.1,51.9,二线城市,三线户籍,10.0,一般,80.8,93.2,工薪,10.45,4.41
女,39.4,155.9,62.3,二线城市,农村户籍,6.8,良好,70.6,108.3,困难,33.0,2501.57
女,35.7,160.5,60.7,三线城市,三线户籍,3.4,优秀,69.8,93.2,困难,10.09,268150.8
男,34.3,158.9,66.8,农村地区,农村户籍,2.3,一般,59.6,106.7,中产,6.93,7560262.56
男,24.7,171.4,75.5,农村地区,三线户籍,5.9,一般,58.1,88.1,工薪,57.41,16309312.57
女,30.6,160.9,58.0,一线城市,三线户籍,6.3,较差,96.7,98.1,中产,17.29,132251365.79
女,24.1,159.7,60.1,二线城市,农村户籍,4.0,良好,73.6,78.5,中产,37.22,113205.09
女,42.6,161.2,40.0,三线城市,三线户籍,6.9,优秀,69.5,98.9,困难,8.58,4668.0
女,26.0,165.0,56.8,二线城市,二线户籍,8.8,良好,76.9,102.1,工薪,9.71,26781.16
男,29.6,170.1,56.2,农村地区,三线户籍,5.6,良好,38.2,87.1,困难,15.13,273906043.58
男,26.5,172.5,67.4,二线城市,农村户籍,4.9,良好,53.4,86.2,工薪,8.85,783.71
男,23.3,169.6,79.6,一线城市,农村户籍,6.0,优秀,60.1,74.3,工薪,47.22,58521880.28
女,37.3,164.8,55.8,三线城市,农村户籍,8.1,一般,50.4,79.2,困难,0.82,206602401.67
女,34.8,165.0,42.6,二线城市,三线户籍,9.9,良好,34.6,118.9,中产,1.0,169457101.9
男,23.0,167.2,72.7,三线城市,三线户籍,6.7,良好,55.9,116.1,工薪,5.61,4.26
女,28.7,161.0,59.5,三线城市,三线户籍,3.4,良好,55.1,95.8,困难,5.46,375464380.15
女,29.3,163.2,50.2,二线城市,一线户籍,10.0,良好,70.7,90.7,中产,18.57,1113205492.98
男,28.9,165.5,63.6,三线城市,三线户籍,3.0,优秀,71.4,73.4,工薪,6.57,1803317.26
男,49.5,158.3,84.2,三线城市,二线户籍,9.4,良好,61.8,94.0,富裕,3.58,9.54
女,19.3,162.2,52.5,农村地区,农村户籍,10.0,较差,83.9,128.8,困难,1.59,86908571702.13
男,28.8,169.8,50.4,一线城市,二线户籍,5.0,良好,75.9,79.4,中产,228.71,1678735.13
女,23.4,162.5,55.9,二线城市,农村户籍,7.7,优秀,41.9,101.2,工薪,7.5,18062990572.91
女,32.5,159.3,52.7,二线城市,三线户籍,5.3,较差,68.4,70.0,工薪,23.53,38860.26
男,40.6,177.7,78.6,农村地区,农村户籍,3.0,优秀,46.5,82.2,工薪,35.98,101809.72
男,28.0,172.2,58.4,二线城市,一线户籍,8.4,良好,79.4,111.0,工薪,38.45,3642046.46
女,43.5,163.7,55.9,三线城市,三线户籍,5.5,良好,74.9,102.5,困难,30.89,23089.79
男,34.9,176.2,59.2,农村地区,农村户籍,5.0,一般,59.0,120.9,中产,15.64,23773891.65
女,30.1,156.7,54.3,一线城市,二线户籍,7.2,优秀,56.1,118.2,困难,15.19,0.01
女,24.5,167.0,75.3,三线城市,三线户籍,6.5,良好,59.8,89.9,中产,17.03,5650501013.01
女,43.6,157.3,51.2,三线城市,农村户籍,6.8,良好,48.8,74.5,工薪,39.58,11446788.71
女,43.8,162.1,48.0,二线城市,三线户籍,4.2,良好,68.4,90.7,困难,3.56,2070841415813.78
男,31.2,177.3,62.0,二线城市,三线户籍,4.2,一般,37.7,114.4,工薪,10.71,1046233966.86
男,33.2,164.0,77.0,农村地区,三线户籍,2.9,良好,69.1,113.2,中产,30.39,300147.99
男,33.7,175.1,67.7,农村地区,三线户籍,6.0,优秀,78.2,96.9,中产,17.64,1519450354.13
男,29.5,171.7,62.6,三线城市,一线户籍,7.2,良好,60.7,84.3,富裕,8.89,6485766.34
男,42.5,176.0,71.5,三线城市,一线户籍,4.1,优秀,56.3,92.2,富裕,0.66,9.27
男,21.6,174.9,67.6,农村地区,三线户籍,9.6,良好,70.0,87.1,工薪,32.86,32883646694629.72
男,23.6,169.4,71.1,二线城市,三线户籍,6.2,优秀,43.9,86.6,困难,6.18,0.03
男,32.4,166.3,55.5,二线城市,三线户籍,6.7,优秀,63.7,100.7,富裕,25.78,332284.87
男,34.7,171.5,64.9,一线城市,农村户籍,6.3,良好,57.2,80.9,工薪,7.83,656008.68
男,37.1,173.5,75.2,二线城市,农村户籍,5.5,较差,85.2,106.0,中产,89.83,100536047586.29
男,33.1,163.6,67.8,三线城市,农村户籍,5.3,一般,43.9,104.9,中产,15.08,3222439.99
男,35.0,183.9,77.9,农村地区,二线户籍,2.0,优秀,41.7,77.0,中产,8.6,412631379150.68
男,36.0,173.7,53.8,一线城市,二线户籍,5.1,良好,42.5,74.3,中产,9.24,51548.72
男,38.3,175.7,66.1,三线城市,三线户籍,1.4,一般,66.9,99.7,中产,38.89,106.34
女,34.6,161.5,49.2,三线城市,二线户籍,3.6,良好,65.2,90.4,中产,48.74,12.66
女,28.1,161.4,75.4,一线城市,农村户籍,7.7,优秀,69.5,81.1,困难,16.63,3771600184.2
女,35.9,153.5,62.2,三线城市,二线户籍,4.0,较差,62.3,93.0,富裕,47.1,308872448407148.4
男,21.7,162.9,54.8,一线城市,二线户籍,3.3,优秀,52.8,88.7,工薪,45.9,658188707.13
男,25.5,163.7,70.2,一线城市,二线户籍,10.0,优秀,69.2,91.0,中产,14.08,0.33
女,34.2,155.0,52.0,农村地区,农村户籍,7.3,优秀,79.8,79.9,富裕,10.36,11452.55
女,18.0,160.7,53.6,一线城市,三线户籍,4.6,良好,64.7,76.0,工薪,10.58,1856814353679.04
男,18.0,173.0,67.1,三线城市,三线户籍,5.7,较差,22.5,123.5,富裕,8.37,371.58
男,38.5,181.9,67.7,三线城市,三线户籍,5.1,较差,39.6,114.2,中产,13.73,1831.99
女,35.6,159.6,49.0,二线城市,三线户籍,8.5,较差,77.3,98.9,富裕,10.94,1458526498.67
男,25.6,174.4,69.9,二线城市,农村户籍,8.7,优秀,50.2,109.5,工薪,6.7,8681760.87
男,43.6,181.4,64.8,农村地区,三线户籍,8.8,较差,94.0,127.0,富裕,15.34,136795329809.86
男,30.0,168.6,61.1,一线城市,农村户籍,3.9,良好,60.6,96.7,富裕,2.74,11346415055.51
女,28.1,163.1,55.6,二线城市,二线户籍,9.9,优秀,71.8,99.2,工薪,10.57,140860.43
女,38.2,148.4,46.9,一线城市,一线户籍,8.7,良好,61.5,97.2,中产,30.16,30467284343922.36
男,20.0,169.7,63.6,一线城市,农村户籍,10.0,良好,67.5,96.7,工薪,26.24,239070.29
女,28.9,165.1,59.2,三线城市,农村户籍,5.7,一般,67.9,99.4,困难,10.19,6426.9
女,23.8,162.9,57.8,一线城市,三线户籍,6.1,良好,55.3,116.1,富裕,8.21,219302.83
男,27.4,158.9,69.7,二线城市,三线户籍,5.9,良好,73.3,104.9,工薪,1.68,2397619774148.64
男,37.6,166.6,72.0,二线城市,农村户籍,4.1,一般,71.6,117.0,困难,5.46,0.01
女,18.0,165.5,54.2,三线城市,三线户籍,5.0,良好,40.7,100.1,困难,8.22,11710162507924.62
男,27.1,163.3,76.9,三线城市,二线户籍,9.4,优秀,66.1,102.8,困难,7.31,1146421174.73
女,22.9,157.4,61.1,二线城市,三线户籍,4.8,一般,51.4,95.3,工薪,6.08,20.23
女,38.0,157.3,52.2,农村地区,农村户籍,6.4,一般,46.3,82.2,工薪,4.02,1152698068687.24
男,46.6,160.2,95.3,三线城市,三线户籍,5.2,良好,64.0,124.3,工薪,4.61,9841411285.6
女,23.3,157.5,69.5,农村地区,二线户籍,10.0,优秀,60.4,70.0,中产,25.7,1612642.31
女,30.1,161.8,46.6,三线城市,农村户籍,5.1,良好,84.2,89.3,困难,0.37,9112622396583368.0
男,27.0,172.6,72.5,二线城市,二线户籍,3.2,良好,76.7,85.3,工薪,8.96,123897413895.24
女,43.3,156.3,49.9,农村地区,农村户籍,3.4,良好,36.4,106.6,中产,13.84,471441445.19
女,31.9,154.5,42.5,二线城市,三线户籍,5.8,优秀,69.1,118.5,中产,18.39,1367265.77
女,19.0,157.8,56.1,二线城市,农村户籍,2.8,良好,39.7,106.5,困难,18.6,596181147206971.8
女,19.8,164.4,56.2,二线城市,农村户籍,8.3,一般,73.4,86.5,工薪,7.9,0.08
女,29.6,161.2,46.2,农村地区,农村户籍,8.2,优秀,57.5,92.0,困难,13.5,7509.19
男,32.1,179.3,65.7,二线城市,农村户籍,4.0,一般,52.9,108.0,中产,5.79,52535019302.62
男,31.1,184.1,85.8,三线城市,三线户籍,4.4,良好,48.5,103.9,中产,12.25,2444729284864.51
男,40.0,177.3,84.2,农村地区,三线户籍,7.6,良好,31.9,105.3,困难,63.88,345135564.2
男,19.7,171.6,75.0,二线城市,农村户籍,4.3,一般,65.2,102.9,工薪,7.61,824059.16
男,41.2,173.9,66.4,一线城市,农村户籍,2.8,良好,49.8,100.9,中产,5.02,55788.91
男,29.6,161.7,73.5,一线城市,三线户籍,5.7,优秀,63.5,104.3,困难,16.59,2070088671.47
女,24.2,154.9,52.1,农村地区,三线户籍,7.7,良好,58.3,98.8,困难,3.79,2993937425.31
男,26.5,168.4,74.5,农村地区,农村户籍,5.7,较差,59.4,111.0,工薪,2.57,1.219746345258247e+16
女,30.7,163.3,47.3,农村地区,三线户籍,7.4,良好,45.9,103.5,中产,3.25,0.0
男,36.1,164.7,72.3,一线城市,三线户籍,0.0,优秀,72.7,125.0,困难,18.71,0.01
女,36.8,157.6,47.7,二线城市,三线户籍,9.1,一般,32.4,105.2,富裕,16.52,3669742.12
女,36.9,160.8,64.4,二线城市,三线户籍,6.7,良好,75.0,111.6,工薪,3.88,748260.09
男,25.7,176.8,59.5,农村地区,三线户籍,5.0,一般,77.7,113.6,困难,28.16,65735.72
女,26.4,158.5,47.5,二线城市,农村户籍,7.1,优秀,55.8,84.6,工薪,11.93,757283.13
女,25.2,161.9,60.2,一线城市,三线户籍,5.5,优秀,68.3,106.1,中产,2.51,7027829037.41
女,20.8,162.7,51.2,一线城市,三线户籍,7.1,良好,60.3,107.0,工薪,4.71,2055.13
女,43.7,160.6,45.8,一线城市,农村户籍,4.1,优秀,66.4,94.2,工薪,8.05,2.01
男,37.8,164.7,66.3,二线城市,农村户籍,10.0,一般,86.0,70.0,工薪,36.63,150246211.84
女,36.2,158.2,55.5,一线城市,三线户籍,7.5,一般,73.4,87.0,中产,17.56,1000.95
男,35.1,177.3,74.6,一线城市,农村户籍,2.1,良好,43.5,124.1,工薪,79.64,1238000721.02
男,24.0,184.6,73.8,二线城市,三线户籍,10.0,一般,55.3,88.3,困难,17.76,392397146558.85
女,30.6,159.4,53.6,二线城市,一线户籍,8.9,良好,58.3,105.0,工薪,17.68,1564554.93
女,28.6,161.1,72.5,二线城市,农村户籍,6.2,良好,63.8,70.0,富裕,14.47,142.53
男,47.8,176.2,63.9,农村地区,农村户籍,6.1,良好,21.7,94.8,工薪,20.27,229729632.03
男,26.0,172.4,79.8,三线城市,农村户籍,10.0,优秀,56.5,88.1,工薪,1.01,16569241.11
男,27.3,171.5,86.5,一线城市,三线户籍,1.6,优秀,40.0,98.4,中产,3.31,0.05
男,25.5,174.1,86.3,一线城市,农村户籍,5.1,良好,71.6,99.3,富裕,12.26,44407332.74
男,35.5,167.9,89.5,二线城市,二线户籍,6.8,优秀,59.3,82.8,工薪,11.84,510858.99
男,32.3,175.7,78.3,农村地区,三线户籍,4.2,良好,57.4,100.4,困难,9.11,177454.29
男,40.9,168.7,76.1,三线城市,三线户籍,10.0,优秀,32.1,127.0,富裕,6.9,23048.98
女,24.5,155.2,59.7,三线城市,农村户籍,7.8,较差,82.1,129.3,工薪,17.72,1883.27
男,29.6,164.8,58.9,三线城市,农村户籍,9.3,良好,61.7,105.1,工薪,33.88,29463319.69
男,29.2,169.8,76.3,三线城市,二线户籍,7.5,一般,54.7,70.0,工薪,53.1,0.02
女,25.0,152.4,62.2,三线城市,农村户籍,6.8,优秀,43.3,129.6,工薪,3.27,57404549495.4
女,33.8,152.2,52.5,二线城市,二线户籍,9.0,良好,73.5,102.0,工薪,20.87,50.54
男,32.5,175.1,60.2,农村地区,农村户籍,5.4,优秀,57.1,73.9,困难,8.66,33.06
女,29.8,159.3,49.5,三线城市,一线户籍,7.2,良好,68.3,131.9,中产,13.84,279668289.99
男,25.7,172.6,59.5,三线城市,三线户籍,5.3,一般,72.0,100.4,中产,7.0,9454.84
男,18.0,152.6,65.6,三线城市,农村户籍,3.7,良好,55.5,116.7,富裕,8.86,134546.92
女,33.8,166.3,70.5,二线城市,三线户籍,4.1,优秀,50.4,97.3,中产,1.16,19226482634.84
女,31.5,159.9,44.7,二线城市,三线户籍,7.2,优秀,30.3,129.7,工薪,31.97,39685990.32
男,21.8,172.3,67.0,二线城市,农村户籍,8.4,优秀,69.3,84.8,中产,49.19,207844182.97
男,33.8,168.9,78.3,二线城市,三线户籍,3.5,优秀,44.2,74.5,工薪,4.55,20118153.31
女,30.1,181.7,58.5,二线城市,三线户籍,4.5,良好,80.0,96.7,工薪,25.92,549019.69
女,18.0,161.9,49.0,一线城市,三线户籍,4.9,一般,69.7,93.6,中产,9.74,348959.71
男,23.5,172.3,76.4,三线城市,三线户籍,7.5,良好,72.2,70.0,中产,31.79,59.57
